name,url,title
OptimJ,http://en.wikipedia.org/wiki/OptimJ,OptimJ
Orc,http://en.wikipedia.org/wiki/Orc_(programming_language),Orc_(programming_language)
ORCA/Modula-2,http://en.wikipedia.org/wiki/ORCA/Modula-2,Modula-2
Oriel,http://en.wikipedia.org/wiki/Oriel_(scripting_language),Oriel_(scripting_language)
Orwell,http://en.wikipedia.org/wiki/Orwell_(programming_language),Orwell_(programming_language)
Oxygene,http://en.wikipedia.org/wiki/Oxygene_(programming_language),Oxygene_(programming_language)
Oz,http://en.wikipedia.org/wiki/Oz_(programming_language),Oz_(programming_language)
P#,http://en.wikipedia.org/wiki/P_Sharp,P_Sharp
ParaSail (programming language),http://en.wikipedia.org/wiki/ParaSail_(programming_language),ParaSail_(programming_language)
PARI/GP,http://en.wikipedia.org/wiki/PARI/GP,GP
Pascal,http://en.wikipedia.org/wiki/Pascal_(programming_language),Pascal_(programming_language)
Pawn,http://en.wikipedia.org/wiki/Pawn_(programming_language),Pawn_(programming_language)
PCASTL,http://en.wikipedia.org/wiki/PCASTL,PCASTL
PCF,http://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions,Programming_language_for_Computable_Functions
PEARL,http://en.wikipedia.org/wiki/PEARL_(programming_language),PEARL_(programming_language)
PeopleCode,http://en.wikipedia.org/wiki/PeopleCode,PeopleCode
Perl,http://en.wikipedia.org/wiki/Perl,Perl
PDL,http://en.wikipedia.org/wiki/Perl_Data_Language,Perl_Data_Language
PHP,http://en.wikipedia.org/wiki/PHP,PHP
Phrogram,http://en.wikipedia.org/wiki/Phrogram,Phrogram
Pico,http://en.wikipedia.org/wiki/Pico_(programming_language),Pico_(programming_language)
Picolisp,http://en.wikipedia.org/wiki/Picolisp,Picolisp
Pict,http://en.wikipedia.org/wiki/Pict_(programming_language),Pict_(programming_language)
Pike,http://en.wikipedia.org/wiki/Pike_(programming_language),Pike_(programming_language)
PIKT,http://en.wikipedia.org/wiki/PIKT,PIKT
PILOT,http://en.wikipedia.org/wiki/PILOT,PILOT
Pipelines,http://en.wikipedia.org/wiki/Hartmann_pipeline,Hartmann_pipeline
Pizza,http://en.wikipedia.org/wiki/Pizza_(programming_language),Pizza_(programming_language)
PL-11,http://en.wikipedia.org/wiki/PL-11,PL-11
PL/0,http://en.wikipedia.org/wiki/PL/0,0
PL/B,http://en.wikipedia.org/wiki/Programming_Language_for_Business,Programming_Language_for_Business
PL/C,http://en.wikipedia.org/wiki/PL/C,C
PL/I,http://en.wikipedia.org/wiki/PL/I,I
PL/M,http://en.wikipedia.org/wiki/PL/M,M
PL/P,http://en.wikipedia.org/wiki/PL/P,P
PL/SQL,http://en.wikipedia.org/wiki/PL/SQL,SQL
PL360,http://en.wikipedia.org/wiki/PL360,PL360
PLANC,http://en.wikipedia.org/wiki/PLANC,PLANC
Plankalkül,http://en.wikipedia.org/wiki/Plankalk%C3%BCl,Plankalkül
Planner,http://en.wikipedia.org/wiki/Planner_(programming_language),Planner_(programming_language)
PLEX,http://en.wikipedia.org/wiki/PLEX_(programming_language),PLEX_(programming_language)
PLEXIL,http://en.wikipedia.org/wiki/PLEXIL,PLEXIL
Plus,http://en.wikipedia.org/wiki/Plus_(programming_language),Plus_(programming_language)
POP-11,http://en.wikipedia.org/wiki/POP-11,POP-11
PostScript,http://en.wikipedia.org/wiki/PostScript,PostScript
PortablE,http://en.wikipedia.org/wiki/Amiga_E#PortablE,Amiga_E
Powerhouse,http://en.wikipedia.org/wiki/Powerhouse_(programming_language),Powerhouse_(programming_language)
PowerBuilder,http://en.wikipedia.org/wiki/PowerBuilder,PowerBuilder
PowerShell,http://en.wikipedia.org/wiki/PowerShell,PowerShell
PPL,http://en.wikipedia.org/wiki/Polymorphic_Programming_Language,Polymorphic_Programming_Language
Processing,http://en.wikipedia.org/wiki/Processing_(programming_language),Processing_(programming_language)
Processing.js,http://en.wikipedia.org/wiki/Processing.js,Processing.js
Prograph,http://en.wikipedia.org/wiki/Prograph,Prograph
PROIV,http://en.wikipedia.org/wiki/PROIV,PROIV
Prolog,http://en.wikipedia.org/wiki/Prolog,Prolog
PROMAL,http://en.wikipedia.org/wiki/PROMAL,PROMAL
Promela,http://en.wikipedia.org/wiki/Promela,Promela
PROSE modeling language,http://en.wikipedia.org/wiki/PROSE_modeling_language,PROSE_modeling_language
PROTEL,http://en.wikipedia.org/wiki/Protel,Protel
ProvideX,http://en.wikipedia.org/wiki/ProvideX,ProvideX
Pro*C,http://en.wikipedia.org/wiki/Pro*C,Pro*C
Pure,http://en.wikipedia.org/wiki/Pure_(programming_language),Pure_(programming_language)
Python,http://en.wikipedia.org/wiki/Python_(programming_language),Python_(programming_language)
Q (equational programming language),http://en.wikipedia.org/wiki/Q_(equational_programming_language),Q_(equational_programming_language)
Q (programming language from Kx Systems),http://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems),Q_(programming_language_from_Kx_Systems)
Qalb,http://en.wikipedia.org/wiki/Qalb_(programming_language),Qalb_(programming_language)
Qi,http://en.wikipedia.org/wiki/Qi_(programming_language),Qi_(programming_language)
QtScript,http://en.wikipedia.org/wiki/QtScript,QtScript
QuakeC,http://en.wikipedia.org/wiki/QuakeC,QuakeC
QPL,http://en.wikipedia.org/wiki/Quantum_programming,Quantum_programming
R,http://en.wikipedia.org/wiki/R_(programming_language),R_(programming_language)
R++,http://en.wikipedia.org/wiki/R%2B%2B,R++
Racket,http://en.wikipedia.org/wiki/Racket_(programming_language),Racket_(programming_language)
RAPID,http://en.wikipedia.org/wiki/RAPID,RAPID
Rapira,http://en.wikipedia.org/wiki/Rapira,Rapira
Ratfiv,http://en.wikipedia.org/wiki/Ratfiv,Ratfiv
Ratfor,http://en.wikipedia.org/wiki/Ratfor,Ratfor
rc,http://en.wikipedia.org/wiki/Rc,Rc
REBOL,http://en.wikipedia.org/wiki/REBOL,REBOL
Red,http://en.wikipedia.org/wiki/Red_(programming_language),Red_(programming_language)
Redcode,http://en.wikipedia.org/wiki/Core_War,Core_War
REFAL,http://en.wikipedia.org/wiki/REFAL,REFAL
Reia,http://en.wikipedia.org/wiki/Reia_(programming_language),Reia_(programming_language)
Revolution,http://en.wikipedia.org/wiki/Revolution_(programming_language),Revolution_(programming_language)
rex,http://en.wikipedia.org/wiki/Rex_(language),Rex_(language)
REXX,http://en.wikipedia.org/wiki/REXX,REXX
Rlab,http://en.wikipedia.org/wiki/Rlab,Rlab
RobotC,http://en.wikipedia.org/wiki/RobotC,RobotC
ROOP,http://en.wikipedia.org/wiki/ROOP_(programming_language),ROOP_(programming_language)
RPG,http://en.wikipedia.org/wiki/IBM_RPG,IBM_RPG
RPL,http://en.wikipedia.org/wiki/RPL_(programming_language),RPL_(programming_language)
RSL,http://en.wikipedia.org/wiki/Robot_Battle#Robot_scripting_language,Robot_Battle
RTL/2,http://en.wikipedia.org/wiki/RTL/2,2
Ruby,http://en.wikipedia.org/wiki/Ruby_(programming_language),Ruby_(programming_language)
RuneScript,http://en.wikipedia.org/wiki/RuneScape#History_and_development,RuneScape
Rust,http://en.wikipedia.org/wiki/Rust_(programming_language),Rust_(programming_language)
S,http://en.wikipedia.org/wiki/S_(programming_language),S_(programming_language)
S2,http://en.wikipedia.org/wiki/S2_(programming_language),S2_(programming_language)
S3,http://en.wikipedia.org/wiki/S3_(programming_language),S3_(programming_language)
S-Lang,http://en.wikipedia.org/wiki/S-Lang_(programming_language),S-Lang_(programming_language)
S-PLUS,http://en.wikipedia.org/wiki/S-PLUS,S-PLUS
SA-C,http://en.wikipedia.org/wiki/SA-C_(programming_language),SA-C_(programming_language)
SabreTalk,http://en.wikipedia.org/wiki/SabreTalk,SabreTalk
SAIL,http://en.wikipedia.org/wiki/SAIL_(programming_language),SAIL_(programming_language)
SALSA,http://en.wikipedia.org/wiki/SALSA_(programming_language),SALSA_(programming_language)
SAM76,http://en.wikipedia.org/wiki/SAM76,SAM76
SAS,http://en.wikipedia.org/wiki/SAS_System,SAS_System
SASL,http://en.wikipedia.org/wiki/SASL_(programming_language),SASL_(programming_language)
Sather,http://en.wikipedia.org/wiki/Sather,Sather
Sawzall,http://en.wikipedia.org/wiki/Sawzall_(programming_language),Sawzall_(programming_language)
SBL,http://en.wikipedia.org/wiki/Superbase_database,Superbase_database
Scala,http://en.wikipedia.org/wiki/Scala_(programming_language),Scala_(programming_language)
Scheme,http://en.wikipedia.org/wiki/Scheme_(programming_language),Scheme_(programming_language)
Scilab,http://en.wikipedia.org/wiki/Scilab,Scilab
Scratch,http://en.wikipedia.org/wiki/Scratch_(programming_language),Scratch_(programming_language)
Script.NET,http://en.wikipedia.org/wiki/Script.NET,Script.NET
Sed,http://en.wikipedia.org/wiki/Sed,Sed
Seed7,http://en.wikipedia.org/wiki/Seed7,Seed7
Self,http://en.wikipedia.org/wiki/Self_(programming_language),Self_(programming_language)
SenseTalk,http://en.wikipedia.org/wiki/SenseTalk,SenseTalk
SequenceL,http://en.wikipedia.org/wiki/SequenceL,SequenceL
SETL,http://en.wikipedia.org/wiki/SETL,SETL
Shift Script,http://en.wikipedia.org/wiki/Shift_Script,Shift_Script
SIMPOL,http://en.wikipedia.org/wiki/Superbase_database#History,Superbase_database
Shakespeare,http://en.wikipedia.org/wiki/Shakespeare,Shakespeare
SIGNAL,http://en.wikipedia.org/wiki/SIGNAL_(programming_language),SIGNAL_(programming_language)
SiMPLE,http://en.wikipedia.org/wiki/SiMPLE,SiMPLE
SIMSCRIPT,http://en.wikipedia.org/wiki/SIMSCRIPT,SIMSCRIPT
Simula,http://en.wikipedia.org/wiki/Simula,Simula
Simulink,http://en.wikipedia.org/wiki/Simulink,Simulink
SISAL,http://en.wikipedia.org/wiki/SISAL,SISAL
SLIP,http://en.wikipedia.org/wiki/SLIP_(programming_language),SLIP_(programming_language)
SMALL,http://en.wikipedia.org/wiki/SMALL,SMALL
Smalltalk,http://en.wikipedia.org/wiki/Smalltalk,Smalltalk
Small Basic,http://en.wikipedia.org/wiki/SmallBASIC,SmallBASIC
SML,http://en.wikipedia.org/wiki/Standard_ML,Standard_ML
Snap!,http://en.wikipedia.org/wiki/Snap!_(programming_language),Snap!_(programming_language)
SNOBOL,http://en.wikipedia.org/wiki/SNOBOL,SNOBOL
SPITBOL,http://en.wikipedia.org/wiki/SPITBOL_compiler,SPITBOL_compiler
Snowball,http://en.wikipedia.org/wiki/Snowball_programming_language,Snowball_programming_language
SOL,http://en.wikipedia.org/wiki/Secure_Operations_Language,Secure_Operations_Language
Span,http://en.wikipedia.org/wiki/Span_(programming_language),Span_(programming_language)
SPARK,http://en.wikipedia.org/wiki/SPARK_(programming_language),SPARK_(programming_language)
SPIN,http://en.wikipedia.org/wiki/Parallax_Propeller,Parallax_Propeller
SP/k,http://en.wikipedia.org/wiki/SP/k,k
SPS,http://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System,IBM_1401_Symbolic_Programming_System
Squeak,http://en.wikipedia.org/wiki/Squeak,Squeak
Squirrel,http://en.wikipedia.org/wiki/Squirrel_(programming_language),Squirrel_(programming_language)
SR,http://en.wikipedia.org/wiki/SR_(programming_language),SR_(programming_language)
S/SL,http://en.wikipedia.org/wiki/S/SL_programming_language,SL_programming_language
Stackless Python,http://en.wikipedia.org/wiki/Stackless_Python,Stackless_Python
Starlogo,http://en.wikipedia.org/wiki/Starlogo,Starlogo
Strand,http://en.wikipedia.org/wiki/Strand_(programming_language),Strand_(programming_language)
Stata,http://en.wikipedia.org/wiki/Stata,Stata
Stateflow,http://en.wikipedia.org/wiki/Stateflow,Stateflow
Subtext,http://en.wikipedia.org/wiki/Subtext_(programming_language),Subtext_(programming_language)
SuperCollider,http://en.wikipedia.org/wiki/SuperCollider,SuperCollider
SuperTalk,http://en.wikipedia.org/wiki/SuperTalk,SuperTalk
Swift (Apple programming language),http://en.wikipedia.org/wiki/Swift_(programming_language),Swift_(programming_language)
Swift (parallel scripting language),http://en.wikipedia.org/wiki/Swift_(parallel_scripting_language),Swift_(parallel_scripting_language)
SYMPL,http://en.wikipedia.org/wiki/SYMPL,SYMPL
SyncCharts,http://en.wikipedia.org/wiki/SyncCharts,SyncCharts
SystemVerilog,http://en.wikipedia.org/wiki/SystemVerilog,SystemVerilog
T,http://en.wikipedia.org/wiki/T_(programming_language),T_(programming_language)
TACL,http://en.wikipedia.org/wiki/TACL,TACL
TACPOL,http://en.wikipedia.org/wiki/TACPOL_(programming_language),TACPOL_(programming_language)
TADS,http://en.wikipedia.org/wiki/TADS,TADS
TAL,http://en.wikipedia.org/wiki/Transaction_Application_Language,Transaction_Application_Language
Tcl,http://en.wikipedia.org/wiki/Tcl,Tcl
Tea,http://en.wikipedia.org/wiki/Tea_(programming_language),Tea_(programming_language)
TECO,http://en.wikipedia.org/wiki/Text_Editor_and_Corrector,Text_Editor_and_Corrector
TELCOMP,http://en.wikipedia.org/wiki/TELCOMP,TELCOMP
TeX,http://en.wikipedia.org/wiki/TeX,TeX
TEX,http://en.wikipedia.org/wiki/Text_Executive_Programming_Language,Text_Executive_Programming_Language
TIE,http://en.wikipedia.org/wiki/Tensilica_Instruction_Extension,Tensilica_Instruction_Extension
Timber,http://en.wikipedia.org/wiki/Timber_(programming_language),Timber_(programming_language)
TMG,http://en.wikipedia.org/wiki/TMG_(language),TMG_(language)
Tom,http://en.wikipedia.org/wiki/Tom_(pattern_matching_language),Tom_(pattern_matching_language)
TOM,http://en.wikipedia.org/wiki/TOM_(object-oriented_programming_language),TOM_(object-oriented_programming_language)
Topspeed,http://en.wikipedia.org/wiki/Clarion_(programming_language),Clarion_(programming_language)
TPU,http://en.wikipedia.org/wiki/Text_Processing_Utility,Text_Processing_Utility
Trac,http://en.wikipedia.org/wiki/TRAC_(programming_language),TRAC_(programming_language)
TTM,http://en.wikipedia.org/wiki/TTM_(programming_language),TTM_(programming_language)
T-SQL,http://en.wikipedia.org/wiki/Transact-SQL,Transact-SQL
TTCN,http://en.wikipedia.org/wiki/TTCN,TTCN
Turing,http://en.wikipedia.org/wiki/Turing_(programming_language),Turing_(programming_language)
TUTOR,http://en.wikipedia.org/wiki/TUTOR_(programming_language),TUTOR_(programming_language)
TXL,http://en.wikipedia.org/wiki/TXL_(programming_language),TXL_(programming_language)
TypeScript,http://en.wikipedia.org/wiki/TypeScript,TypeScript
Turbo C++,http://en.wikipedia.org/wiki/Turbo_C%2B%2B,Turbo_C++
Ubercode,http://en.wikipedia.org/wiki/Ubercode,Ubercode
UCSD Pascal,http://en.wikipedia.org/wiki/UCSD_Pascal,UCSD_Pascal
Umple,http://en.wikipedia.org/wiki/Umple,Umple
Unicon,http://en.wikipedia.org/wiki/Unicon_(programming_language),Unicon_(programming_language)
Uniface,http://en.wikipedia.org/wiki/Uniface_(programming_language),Uniface_(programming_language)
UNITY,http://en.wikipedia.org/wiki/UNITY_(programming_language),UNITY_(programming_language)
Unix shell,http://en.wikipedia.org/wiki/Unix_shell,Unix_shell
UnrealScript,http://en.wikipedia.org/wiki/UnrealScript,UnrealScript
Vala,http://en.wikipedia.org/wiki/Vala_(programming_language),Vala_(programming_language)
VBA,http://en.wikipedia.org/wiki/Visual_Basic_for_Applications,Visual_Basic_for_Applications
VBScript,http://en.wikipedia.org/wiki/VBScript,VBScript
Verilog,http://en.wikipedia.org/wiki/Verilog,Verilog
VHDL,http://en.wikipedia.org/wiki/VHDL,VHDL
Visual Basic,http://en.wikipedia.org/wiki/Visual_Basic,Visual_Basic
Visual Basic .NET,http://en.wikipedia.org/wiki/Visual_Basic_.NET,Visual_Basic_.NET
Visual DataFlex,http://en.wikipedia.org/wiki/Visual_DataFlex,Visual_DataFlex
Visual DialogScript,http://en.wikipedia.org/wiki/Visual_DialogScript,Visual_DialogScript
Visual Fortran,http://en.wikipedia.org/wiki/Visual_Fortran,Visual_Fortran
Visual FoxPro,http://en.wikipedia.org/wiki/Visual_FoxPro,Visual_FoxPro
Visual J++,http://en.wikipedia.org/wiki/Visual_J%2B%2B,Visual_J++
Visual J#,http://en.wikipedia.org/wiki/Visual_J,Visual_J
Visual Objects,http://en.wikipedia.org/wiki/Visual_Objects,Visual_Objects
Visual Prolog,http://en.wikipedia.org/wiki/Visual_Prolog,Visual_Prolog
VSXu,http://en.wikipedia.org/wiki/VSXu,VSXu
Vvvv,http://en.wikipedia.org/wiki/Vvvv,Vvvv
"WATFIV, WATFOR",http://en.wikipedia.org/wiki/WATFIV_(programming_language),WATFIV_(programming_language)
WebDNA,http://en.wikipedia.org/wiki/WebDNA,WebDNA
WebQL,http://en.wikipedia.org/wiki/WebQL,WebQL
Windows PowerShell,http://en.wikipedia.org/wiki/Windows_PowerShell,Windows_PowerShell
Winbatch,http://en.wikipedia.org/wiki/Winbatch,Winbatch
Wolfram,http://en.wikipedia.org/wiki/Wolfram_Language,Wolfram_Language
Wyvern,http://en.wikipedia.org/wiki/Wyvern_(programming_language),Wyvern_(programming_language)
X++,http://en.wikipedia.org/wiki/Microsoft_Dynamics_AX,Microsoft_Dynamics_AX
X#,http://en.wikipedia.org/wiki/X_Sharp_(programming_language),X_Sharp_(programming_language)
X10,http://en.wikipedia.org/wiki/X10_(programming_language),X10_(programming_language)
XBL,http://en.wikipedia.org/wiki/XBL,XBL
XC,http://en.wikipedia.org/wiki/XC_Programming_Language,XC_Programming_Language
XMOS architecture,http://en.wikipedia.org/wiki/XCore_XS1,XCore_XS1
xHarbour,http://en.wikipedia.org/wiki/XHarbour,XHarbour
XL,http://en.wikipedia.org/wiki/XL_(programming_language),XL_(programming_language)
Xojo,http://en.wikipedia.org/wiki/Xojo,Xojo
XOTcl,http://en.wikipedia.org/wiki/XOTcl,XOTcl
XPL,http://en.wikipedia.org/wiki/XPL,XPL
XPL0,http://en.wikipedia.org/wiki/XPL0,XPL0
XQuery,http://en.wikipedia.org/wiki/XQuery,XQuery
XSB,http://en.wikipedia.org/wiki/XSB,XSB
XSLT,http://en.wikipedia.org/wiki/XSL_Transformations,XSL_Transformations
XPath,http://en.wikipedia.org/wiki/XPath,XPath
Xtend,http://en.wikipedia.org/wiki/Xtend,Xtend
Yorick,http://en.wikipedia.org/wiki/Yorick_(programming_language),Yorick_(programming_language)
YQL,http://en.wikipedia.org/wiki/YQL_(programming_language),YQL_(programming_language)
Z notation,http://en.wikipedia.org/wiki/Z_notation,Z_notation
Zeno,http://en.wikipedia.org/wiki/Zeno_(programming_language),Zeno_(programming_language)
ZOPL,http://en.wikipedia.org/wiki/ZOPL,ZOPL
ZPL,http://en.wikipedia.org/wiki/ZPL_(programming_language),ZPL_(programming_language)
